repo_name,bin,merged,rejected,merged_latency_h,rejected_latency_h,prohibited,language,stars,contributors,commits,repo_age_days,time,intervention,time_after
alpenlabs/alpen,3,54,10,115.24770576131687,544.9051111111111,0,Rust,95,25,1837,607,10,1,3
alpenlabs/alpen,4,56,12,102.28015376984126,279.23550925925923,0,Rust,95,25,1837,607,11,1,4
alpenlabs/alpen,5,66,13,145.2127525252525,269.03801282051285,0,Rust,95,25,1837,607,12,1,5
alpenlabs/alpen,6,89,43,91.0219975031211,53.41461886304909,0,Rust,95,25,1837,607,13,1,6
anomalyco/opencode,-6,15,1,4.1782407407407405,0.03861111111111111,1,TypeScript,86797,456,8148,245,1,0,0
anomalyco/opencode,-5,32,18,47.209956597222224,222.5945061728395,1,TypeScript,86797,456,8148,245,2,0,0
anomalyco/opencode,-4,155,52,15.773087813620071,98.06586538461539,1,TypeScript,86797,456,8148,245,3,0,0
anomalyco/opencode,-3,198,58,17.65797278338945,159.67601053639848,1,TypeScript,86797,456,8148,245,4,0,0
anomalyco/opencode,-2,134,45,32.20674543946932,348.602561728395,1,TypeScript,86797,456,8148,245,5,0,0
anomalyco/opencode,-1,97,53,57.901188430698745,721.1396278825996,1,TypeScript,86797,456,8148,245,6,0,0
anomalyco/opencode,1,222,129,69.24570445445445,653.5515869939708,1,TypeScript,86797,456,8148,245,8,1,1
anomalyco/opencode,2,389,189,40.19217080834048,389.8839491475603,1,TypeScript,86797,456,8148,245,9,1,2
anomalyco/opencode,3,621,499,31.910950527822507,314.23106880427525,1,TypeScript,86797,456,8148,245,10,1,3
anomalyco/opencode,4,577,902,32.926077411900636,1027.235508438039,1,TypeScript,86797,456,8148,245,11,1,4
anomalyco/opencode,5,486,1325,37.48397005029721,700.6244383647798,1,TypeScript,86797,456,8148,245,12,1,5
anomalyco/opencode,6,631,1171,39.77253873921465,898.6024480500995,1,TypeScript,86797,456,8148,245,13,1,6
bcollazo/deckgym-core,-6,6,0,84.23828703703704,,0,Rust,48,9,950,288,1,0,0
bcollazo/deckgym-core,-5,2,2,8.455972222222222,1.910972222222222,0,Rust,48,9,950,288,2,0,0
bcollazo/deckgym-core,-4,8,2,41.42024305555556,173.2113888888889,0,Rust,48,9,950,288,3,0,0
bcollazo/deckgym-core,-3,2,0,89.55819444444444,,0,Rust,48,9,950,288,4,0,0
bcollazo/deckgym-core,-2,3,1,369.70305555555564,524.6152777777778,0,Rust,48,9,950,288,5,0,0
bcollazo/deckgym-core,-1,9,0,10.685092592592593,,0,Rust,48,9,950,288,6,0,0
bcollazo/deckgym-core,1,34,5,8.866633986928106,40.00333333333334,0,Rust,48,9,950,288,8,1,1
bcollazo/deckgym-core,2,26,2,16.830641025641025,154.48902777777778,0,Rust,48,9,950,288,9,1,2
bcollazo/deckgym-core,3,1,1,30.676111111111112,220.60222222222222,0,Rust,48,9,950,288,10,1,3
bcollazo/deckgym-core,4,4,0,23.280069444444443,,0,Rust,48,9,950,288,11,1,4
bcollazo/deckgym-core,5,51,6,59.078382352941176,1237.3762037037038,0,Rust,48,9,950,288,12,1,5
bcollazo/deckgym-core,6,8,1,47.483125,375.6797222222222,0,Rust,48,9,950,288,13,1,6
biomejs/biome,-6,180,10,25.68833796296296,39.85391666666666,0,Rust,23797,423,9412,888,1,0,0
biomejs/biome,-5,195,11,39.88397150997151,806.8747222222223,0,Rust,23797,423,9412,888,2,0,0
biomejs/biome,-4,179,14,79.62941651148356,131.55011904761903,0,Rust,23797,423,9412,888,3,0,0
biomejs/biome,-3,138,10,80.30321256038648,263.53144444444445,0,Rust,23797,423,9412,888,4,0,0
biomejs/biome,-2,114,12,89.39520224171541,768.5586805555555,0,Rust,23797,423,9412,888,5,0,0
biomejs/biome,-1,99,23,196.32586980920314,3042.2348913043475,0,Rust,23797,423,9412,888,6,0,0
biomejs/biome,1,168,19,143.0305539021164,943.5889619883042,0,Rust,23797,423,9412,888,8,1,1
biomejs/biome,2,152,29,128.4765533625731,603.2395019157087,0,Rust,23797,423,9412,888,9,1,2
biomejs/biome,3,143,23,111.09286324786325,345.96479468599034,0,Rust,23797,423,9412,888,10,1,3
biomejs/biome,4,223,38,97.59039237668162,1058.271710526316,0,Rust,23797,423,9412,888,11,1,4
biomejs/biome,5,235,78,133.50900709219857,721.6538603988604,0,Rust,23797,423,9412,888,12,1,5
biomejs/biome,6,139,32,175.95734412470023,1457.7918142361111,0,Rust,23797,423,9412,888,13,1,6
block-open-source/goose,-6,320,40,34.540557291666666,116.59930555555556,0,Python,101,19,114,495,1,0,0
block-open-source/goose,-5,197,34,40.58498025944726,362.2042565359477,0,Python,101,19,114,495,2,0,0
block-open-source/goose,-4,242,94,95.38888544536272,1175.792157210402,0,Python,101,19,114,495,3,0,0
block-open-source/goose,-3,302,86,91.86386865342163,629.9029166666667,0,Python,101,19,114,495,4,0,0
block-open-source/goose,-2,356,135,79.35765215355805,294.206353909465,0,Python,101,19,114,495,5,0,0
block-open-source/goose,-1,213,98,90.71687532603026,383.32994897959185,0,Python,101,19,114,495,6,0,0
block-open-source/goose,1,303,112,64.64563806380639,284.90349950396825,0,Python,101,19,114,495,8,1,1
block-open-source/goose,2,194,59,71.54353235967928,219.67264124293786,0,Python,101,19,114,495,9,1,2
block-open-source/goose,3,197,59,133.73267343485617,302.6710734463277,0,Python,101,19,114,495,10,1,3
block-open-source/goose,4,345,93,92.47003703703705,332.38897550776585,0,Python,101,19,114,495,11,1,4
block-open-source/goose,5,378,142,75.93628453850675,289.1845363849765,0,Python,101,19,114,495,12,1,5
block-open-source/goose,6,303,204,84.32130179684636,183.1036873638344,0,Python,101,19,114,495,13,1,6
block/elasticgraph,-6,41,13,17.08359078590786,144.1856623931624,0,Ruby,71,25,1311,438,1,0,0
block/elasticgraph,-5,99,44,35.802662738496075,238.6785542929293,0,Ruby,71,25,1311,438,2,0,0
block/elasticgraph,-4,150,17,22.701416666666667,44.70140522875817,0,Ruby,71,25,1311,438,3,0,0
block/elasticgraph,-3,74,5,39.3669481981982,500.8888333333333,0,Ruby,71,25,1311,438,4,0,0
block/elasticgraph,-2,31,2,28.805179211469532,14.216944444444444,0,Ruby,71,25,1311,438,5,0,0
block/elasticgraph,-1,87,9,64.8855300127714,24.485123456790124,0,Ruby,71,25,1311,438,6,0,0
block/elasticgraph,1,100,16,30.219708333333333,4.0248437500000005,0,Ruby,71,25,1311,438,8,1,1
block/elasticgraph,2,19,2,13.388318713450293,85.55875,0,Ruby,71,25,1311,438,9,1,2
block/elasticgraph,3,20,7,24.1345,140.73075396825396,0,Ruby,71,25,1311,438,10,1,3
block/elasticgraph,4,31,12,83.50304659498208,1026.4849074074075,0,Ruby,71,25,1311,438,11,1,4
block/elasticgraph,5,24,8,27.459930555555555,800.9692361111112,0,Ruby,71,25,1311,438,12,1,5
block/elasticgraph,6,37,8,75.12659909909911,946.0994791666667,0,Ruby,71,25,1311,438,13,1,6
block/goose,-6,320,40,34.540557291666666,116.59930555555556,0,Rust,30052,354,3447,495,1,0,0
block/goose,-5,197,34,40.58498025944726,362.2042565359477,0,Rust,30052,354,3447,495,2,0,0
block/goose,-4,242,94,95.38888544536272,1175.792157210402,0,Rust,30052,354,3447,495,3,0,0
block/goose,-3,302,86,91.86386865342163,629.9029166666667,0,Rust,30052,354,3447,495,4,0,0
block/goose,-2,356,135,79.35765215355805,294.206353909465,0,Rust,30052,354,3447,495,5,0,0
block/goose,-1,213,98,90.71687532603026,383.32994897959185,0,Rust,30052,354,3447,495,6,0,0
block/goose,1,303,112,64.64563806380639,284.90349950396825,0,Rust,30052,354,3447,495,8,1,1
block/goose,2,194,59,71.54353235967928,219.67264124293786,0,Rust,30052,354,3447,495,9,1,2
block/goose,3,197,59,133.73267343485617,302.6710734463277,0,Rust,30052,354,3447,495,10,1,3
block/goose,4,345,93,92.47003703703705,332.38897550776585,0,Rust,30052,354,3447,495,11,1,4
block/goose,5,378,142,75.93628453850675,289.1845363849765,0,Rust,30052,354,3447,495,12,1,5
block/goose,6,303,204,84.32130179684636,183.1036873638344,0,Rust,30052,354,3447,495,13,1,6
cerbos/cerbos,-6,28,1,35.836488095238096,0.6661111111111111,0,Go,4264,32,2418,1746,1,0,0
cerbos/cerbos,-5,18,0,98.80858024691358,,0,Go,4264,32,2418,1746,2,0,0
cerbos/cerbos,-4,27,1,31.448096707818927,24.023611111111112,0,Go,4264,32,2418,1746,3,0,0
cerbos/cerbos,-3,24,2,12.125185185185186,1605.0259722222222,0,Go,4264,32,2418,1746,4,0,0
cerbos/cerbos,-2,27,0,25.19698559670782,,0,Go,4264,32,2418,1746,5,0,0
cerbos/cerbos,-1,37,1,40.12602852852853,49.66888888888889,0,Go,4264,32,2418,1746,6,0,0
cerbos/cerbos,1,20,3,15.377527777777777,62.39842592592592,0,Go,4264,32,2418,1746,8,1,1
cerbos/cerbos,2,71,2,13.135226917057903,0.65,0,Go,4264,32,2418,1746,9,1,2
cerbos/cerbos,3,37,1,16.679662162162163,6.3075,0,Go,4264,32,2418,1746,10,1,3
cerbos/cerbos,4,61,3,20.650277777777777,25.967314814814813,0,Go,4264,32,2418,1746,11,1,4
cerbos/cerbos,5,49,3,15.144506802721088,51.280462962962964,0,Go,4264,32,2418,1746,12,1,5
cerbos/cerbos,6,63,6,14.49210758377425,132.90833333333333,0,Go,4264,32,2418,1746,13,1,6
chimera-linux/cports,-6,60,12,36.850027777777775,1079.1897916666667,1,Python,288,129,26202,1670,1,0,0
chimera-linux/cports,-5,80,14,65.38596874999999,750.6115277777778,1,Python,288,129,26202,1670,2,0,0
chimera-linux/cports,-4,99,32,60.77874859708193,1000.9894791666667,1,Python,288,129,26202,1670,3,0,0
chimera-linux/cports,-3,120,22,45.86314814814815,1106.8953914141414,1,Python,288,129,26202,1670,4,0,0
chimera-linux/cports,-2,110,32,153.8067297979798,1145.255859375,1,Python,288,129,26202,1670,5,0,0
chimera-linux/cports,-1,109,15,90.96994648318044,161.27309259259258,1,Python,288,129,26202,1670,6,0,0
chimera-linux/cports,1,160,30,123.14600868055557,504.28423148148147,1,Python,288,129,26202,1670,8,1,1
chimera-linux/cports,2,123,14,83.91308491418248,478.23605158730163,1,Python,288,129,26202,1670,9,1,2
chimera-linux/cports,3,108,24,129.4244495884774,1035.105185185185,1,Python,288,129,26202,1670,10,1,3
chimera-linux/cports,4,93,21,207.50757168458782,675.7542195767196,1,Python,288,129,26202,1670,11,1,4
chimera-linux/cports,5,56,17,237.2718253968254,1561.2896568627452,1,Python,288,129,26202,1670,12,1,5
chimera-linux/cports,6,87,12,169.64789272030652,471.8852546296296,1,Python,288,129,26202,1670,13,1,6
containers/ramalama,-6,91,13,14.694728327228326,144.83865384615385,0,Python,2644,120,3974,525,1,0,0
containers/ramalama,-5,23,3,28.087016908212558,521.3903703703703,0,Python,2644,120,3974,525,2,0,0
containers/ramalama,-4,63,6,27.55888007054674,892.3874999999999,0,Python,2644,120,3974,525,3,0,0
containers/ramalama,-3,134,22,32.63793532338309,85.67507575757575,0,Python,2644,120,3974,525,4,0,0
containers/ramalama,-2,97,13,30.03241981672394,43.17386752136752,0,Python,2644,120,3974,525,5,0,0
containers/ramalama,-1,137,12,13.750176399026763,893.5355092592594,0,Python,2644,120,3974,525,6,0,0
containers/ramalama,1,82,11,20.43236111111111,549.5408333333334,0,Python,2644,120,3974,525,8,1,1
containers/ramalama,2,114,33,45.14448099415205,132.6499915824916,0,Python,2644,120,3974,525,9,1,2
containers/ramalama,3,99,14,29.453942199775533,805.0808928571429,0,Python,2644,120,3974,525,10,1,3
containers/ramalama,4,60,22,52.08845833333333,292.70193181818183,0,Python,2644,120,3974,525,11,1,4
containers/ramalama,5,63,12,93.24537037037037,49.460231481481486,0,Python,2644,120,3974,525,12,1,5
containers/ramalama,6,65,12,63.01820085470085,409.88356481481475,0,Python,2644,120,3974,525,13,1,6
crowddotdev/crowd.dev,-6,57,22,20.09977582846004,11959.092361111112,0,TypeScript,3346,52,4255,1282,1,0,0
crowddotdev/crowd.dev,-5,100,5,18.717875,26.483999999999998,0,TypeScript,3346,52,4255,1282,2,0,0
crowddotdev/crowd.dev,-4,72,3,38.11737654320987,33.45777777777778,0,TypeScript,3346,52,4255,1282,3,0,0
crowddotdev/crowd.dev,-3,62,5,87.62616935483871,164.04905555555555,0,TypeScript,3346,52,4255,1282,4,0,0
crowddotdev/crowd.dev,-2,61,3,199.58874772313297,1675.2527777777777,0,TypeScript,3346,52,4255,1282,5,0,0
crowddotdev/crowd.dev,-1,81,12,43.711522633744856,2917.3333796296297,0,TypeScript,3346,52,4255,1282,6,0,0
crowddotdev/crowd.dev,1,71,10,42.084604851330205,87.57952777777777,0,TypeScript,3346,52,4255,1282,8,1,1
crowddotdev/crowd.dev,2,80,5,164.18023263888887,338.63655555555556,0,TypeScript,3346,52,4255,1282,9,1,2
crowddotdev/crowd.dev,3,47,1,149.6882742316785,20.82111111111111,0,TypeScript,3346,52,4255,1282,10,1,3
crowddotdev/crowd.dev,4,73,6,34.21085616438356,749.0334259259258,0,TypeScript,3346,52,4255,1282,11,1,4
crowddotdev/crowd.dev,5,65,7,114.6603076923077,1007.4331746031746,0,TypeScript,3346,52,4255,1282,12,1,5
crowddotdev/crowd.dev,6,95,9,234.01511403508772,607.3353395061728,0,TypeScript,3346,52,4255,1282,13,1,6
damus-io/damus,-6,16,2,287.45190972222224,535.7720833333334,0,Swift,2116,97,4536,1368,1,0,0
damus-io/damus,-5,16,4,227.24064236111113,698.9039583333333,0,Swift,2116,97,4536,1368,2,0,0
damus-io/damus,-4,12,1,108.07643518518518,841.9466666666667,0,Swift,2116,97,4536,1368,3,0,0
damus-io/damus,-3,5,4,2580.3760555555555,452.5032638888889,0,Swift,2116,97,4536,1368,4,0,0
damus-io/damus,-2,1,1,0.042777777777777776,723.7138888888888,0,Swift,2116,97,4536,1368,5,0,0
damus-io/damus,-1,9,16,749.6333641975309,6831.43921875,0,Swift,2116,97,4536,1368,6,0,0
damus-io/damus,1,16,6,137.95413194444444,57.07907407407407,0,Swift,2116,97,4536,1368,8,1,1
damus-io/damus,2,9,18,322.7323765432099,411.09279320987656,0,Swift,2116,97,4536,1368,9,1,2
damus-io/damus,3,17,85,263.71790849673204,1162.4523006535949,0,Swift,2116,97,4536,1368,10,1,3
damus-io/damus,4,17,11,310.4263888888889,823.1264646464647,0,Swift,2116,97,4536,1368,11,1,4
damus-io/damus,5,3,3,459.83222222222224,423.96546296296293,0,Swift,2116,97,4536,1368,12,1,5
davidcole1340/ext-php-rs,-6,3,0,225.45685185185184,,0,Rust,718,35,712,1758,1,0,0
davidcole1340/ext-php-rs,-5,23,5,224.071038647343,4893.209555555555,0,Rust,718,35,712,1758,2,0,0
davidcole1340/ext-php-rs,-4,9,10,105.62370370370371,863.4513055555556,0,Rust,718,35,712,1758,3,0,0
davidcole1340/ext-php-rs,-3,9,0,59.91268518518518,,0,Rust,718,35,712,1758,4,0,0
davidcole1340/ext-php-rs,-2,6,0,77.51078703703705,,0,Rust,718,35,712,1758,5,0,0
davidcole1340/ext-php-rs,-1,22,4,100.01532828282826,3933.577222222222,0,Rust,718,35,712,1758,6,0,0
davidcole1340/ext-php-rs,1,11,2,184.5944696969697,1416.5347222222222,0,Rust,718,35,712,1758,8,1,1
davidcole1340/ext-php-rs,2,4,2,93.690625,12939.36013888889,0,Rust,718,35,712,1758,9,1,2
davidcole1340/ext-php-rs,3,7,1,170.99805555555554,168.84944444444446,0,Rust,718,35,712,1758,10,1,3
davidcole1340/ext-php-rs,4,25,2,132.53573333333333,1980.1568055555556,0,Rust,718,35,712,1758,11,1,4
davidcole1340/ext-php-rs,5,12,1,725.6535648148148,522.2575,0,Rust,718,35,712,1758,12,1,5
davidcole1340/ext-php-rs,6,23,4,89.77332125603866,3541.5784722222224,0,Rust,718,35,712,1758,13,1,6
deltav-station/delta-v,-6,136,38,144.3987949346405,869.0470979532164,1,C#,128,402,37840,843,1,0,0
deltav-station/delta-v,-5,96,16,43.80717881944444,99.29847222222222,1,C#,128,402,37840,843,2,0,0
deltav-station/delta-v,-4,123,40,91.71314588979223,767.8487777777777,1,C#,128,402,37840,843,3,0,0
deltav-station/delta-v,-3,182,34,121.72536782661783,461.05007352941175,1,C#,128,402,37840,843,4,0,0
deltav-station/delta-v,-2,224,32,149.66891121031745,449.6365625,1,C#,128,402,37840,843,5,0,0
deltav-station/delta-v,-1,152,28,88.0007620614035,382.94727182539685,1,C#,128,402,37840,843,6,0,0
deltav-station/delta-v,1,172,23,114.74310400516796,853.9223309178743,1,C#,128,402,37840,843,8,1,1
deltav-station/delta-v,2,185,27,117.77346846846847,1046.451316872428,1,C#,128,402,37840,843,9,1,2
deltav-station/delta-v,3,146,24,61.56641742770167,616.0529976851852,1,C#,128,402,37840,843,10,1,3
deltav-station/delta-v,4,90,42,252.4686913580247,1557.444470899471,1,C#,128,402,37840,843,11,1,4
deltav-station/delta-v,5,70,14,231.7895119047619,1132.3100198412699,1,C#,128,402,37840,843,12,1,5
deltav-station/delta-v,6,117,38,141.60413105413107,1483.035168128655,1,C#,128,402,37840,843,13,1,6
diggerhq/digger,-6,11,0,365.30797979797984,,0,Go,4881,81,2938,1041,1,0,0
diggerhq/digger,-5,25,2,1.2438333333333333,1525.5149999999999,0,Go,4881,81,2938,1041,2,0,0
diggerhq/digger,-4,27,6,43.945113168724276,588.5866203703704,0,Go,4881,81,2938,1041,3,0,0
diggerhq/digger,-3,47,7,22.39471631205674,417.31059523809523,0,Go,4881,81,2938,1041,4,0,0
diggerhq/digger,-2,70,10,7.02420634920635,478.0446388888889,0,Go,4881,81,2938,1041,5,0,0
diggerhq/digger,-1,58,7,33.16631704980843,503.7380158730158,0,Go,4881,81,2938,1041,6,0,0
diggerhq/digger,1,86,7,14.37860465116279,518.7147222222222,0,Go,4881,81,2938,1041,8,1,1
diggerhq/digger,2,12,4,57.026550925925925,167.26458333333335,0,Go,4881,81,2938,1041,9,1,2
diggerhq/digger,3,21,1,125.11689153439154,0.021944444444444444,0,Go,4881,81,2938,1041,10,1,3
diggerhq/digger,4,20,6,76.28833333333333,495.14638888888885,0,Go,4881,81,2938,1041,11,1,4
diggerhq/digger,5,5,5,68.20511111111111,1513.6043888888887,0,Go,4881,81,2938,1041,12,1,5
diggerhq/digger,6,8,4,880.2697916666667,3692.318333333333,0,Go,4881,81,2938,1041,13,1,6
dstackai/dstack,-6,68,2,25.765249183006535,336.50625,0,Python,2064,60,3420,1457,1,0,0
dstackai/dstack,-5,67,4,25.085580431177448,174.33263888888888,0,Python,2064,60,3420,1457,2,0,0
dstackai/dstack,-4,63,5,55.00704144620811,167.98383333333334,0,Python,2064,60,3420,1457,3,0,0
dstackai/dstack,-3,55,2,46.41615151515151,15.842638888888889,0,Python,2064,60,3420,1457,4,0,0
dstackai/dstack,-2,66,2,24.25821127946128,1878.805277777778,0,Python,2064,60,3420,1457,5,0,0
dstackai/dstack,-1,49,3,34.636655328798184,231.12935185185188,0,Python,2064,60,3420,1457,6,0,0
dstackai/dstack,1,53,3,47.13804507337526,694.7725,0,Python,2064,60,3420,1457,8,1,1
dstackai/dstack,2,76,1,64.60738669590643,1461.701388888889,0,Python,2064,60,3420,1457,9,1,2
dstackai/dstack,3,62,0,56.289189068100356,,0,Python,2064,60,3420,1457,10,1,3
dstackai/dstack,4,75,4,30.775159259259258,134.93013888888888,0,Python,2064,60,3420,1457,11,1,4
dstackai/dstack,5,74,4,34.38216966966967,127.56006944444445,0,Python,2064,60,3420,1457,12,1,5
dstackai/dstack,6,48,1,37.74912037037037,691.7755555555556,0,Python,2064,60,3420,1457,13,1,6
extphprs/ext-php-rs,-6,3,0,225.45685185185184,,0,Rust,772,40,818,1758,1,0,0
extphprs/ext-php-rs,-5,23,5,224.071038647343,4893.209555555555,0,Rust,772,40,818,1758,2,0,0
extphprs/ext-php-rs,-4,9,10,105.62370370370371,863.4513055555556,0,Rust,772,40,818,1758,3,0,0
extphprs/ext-php-rs,-3,9,0,59.91268518518518,,0,Rust,772,40,818,1758,4,0,0
extphprs/ext-php-rs,-2,6,0,77.51078703703705,,0,Rust,772,40,818,1758,5,0,0
extphprs/ext-php-rs,-1,22,4,100.01532828282826,3933.577222222222,0,Rust,772,40,818,1758,6,0,0
extphprs/ext-php-rs,1,11,2,184.5944696969697,1416.5347222222222,0,Rust,772,40,818,1758,8,1,1
extphprs/ext-php-rs,2,4,2,93.690625,12939.36013888889,0,Rust,772,40,818,1758,9,1,2
extphprs/ext-php-rs,3,7,1,170.99805555555554,168.84944444444446,0,Rust,772,40,818,1758,10,1,3
extphprs/ext-php-rs,4,25,2,132.53573333333333,1980.1568055555556,0,Rust,772,40,818,1758,11,1,4
extphprs/ext-php-rs,5,12,1,725.6535648148148,522.2575,0,Rust,772,40,818,1758,12,1,5
extphprs/ext-php-rs,6,23,4,89.77332125603866,3541.5784722222224,0,Rust,772,40,818,1758,13,1,6
fallenbagel/jellyseerr,-6,20,4,963.7079305555555,516.5711805555555,0,TypeScript,6187,157,2701,1393,1,0,0
fallenbagel/jellyseerr,-5,35,7,476.8765952380952,1533.1473809523811,0,TypeScript,6187,157,2701,1393,2,0,0
fallenbagel/jellyseerr,-4,13,3,20.06938034188034,703.5210185185184,0,TypeScript,6187,157,2701,1393,3,0,0
fallenbagel/jellyseerr,-3,14,3,284.21392857142854,48.604259259259265,0,TypeScript,6187,157,2701,1393,4,0,0
fallenbagel/jellyseerr,-2,14,5,636.6025396825397,675.2139444444445,0,TypeScript,6187,157,2701,1393,5,0,0
fallenbagel/jellyseerr,-1,13,2,1509.1667094017093,1816.653611111111,0,TypeScript,6187,157,2701,1393,6,0,0
fallenbagel/jellyseerr,1,39,8,132.96353276353275,444.7175,0,TypeScript,6187,157,2701,1393,8,1,1
fallenbagel/jellyseerr,2,13,4,124.86576923076922,2039.5102083333334,0,TypeScript,6187,157,2701,1393,9,1,2
fallenbagel/jellyseerr,3,15,5,203.0888148148148,1541.1809444444443,0,TypeScript,6187,157,2701,1393,10,1,3
fallenbagel/jellyseerr,4,28,7,388.9606746031746,1163.8272619047618,0,TypeScript,6187,157,2701,1393,11,1,4
fallenbagel/jellyseerr,5,88,34,266.80485164141413,1248.4788316993463,0,TypeScript,6187,157,2701,1393,12,1,5
fallenbagel/jellyseerr,6,52,32,949.8294123931623,1109.1374305555555,0,TypeScript,6187,157,2701,1393,13,1,6
floppy/van_dam,-6,103,2,12.828905070118662,68.92263888888888,0,Ruby,320,10,3141,1790,1,0,0
floppy/van_dam,-5,138,3,31.70026972624799,4246.454444444445,0,Ruby,320,10,3141,1790,2,0,0
floppy/van_dam,-4,122,1,10.620974499089252,3707.762222222222,0,Ruby,320,10,3141,1790,3,0,0
floppy/van_dam,-3,119,2,3.9305999066293182,96.75305555555555,0,Ruby,320,10,3141,1790,4,0,0
floppy/van_dam,-2,83,1,2.323935742971887,7418.6513888888885,0,Ruby,320,10,3141,1790,5,0,0
floppy/van_dam,-1,72,2,54.25618441358025,73.11874999999999,0,Ruby,320,10,3141,1790,6,0,0
floppy/van_dam,1,54,2,4.933163580246913,357.3304166666667,0,Ruby,320,10,3141,1790,8,1,1
floppy/van_dam,2,67,23,66.80312189054727,411.44987922705315,0,Ruby,320,10,3141,1790,9,1,2
floppy/van_dam,3,119,9,14.855123716153129,654.6558333333334,0,Ruby,320,10,3141,1790,10,1,3
floppy/van_dam,4,94,0,31.03099586288416,,0,Ruby,320,10,3141,1790,11,1,4
floppy/van_dam,5,92,12,28.285199275362316,349.8120138888889,0,Ruby,320,10,3141,1790,12,1,5
floppy/van_dam,6,105,8,25.30670634920635,211.15784722222222,0,Ruby,320,10,3141,1790,13,1,6
foundry-rs/foundry,-6,67,43,167.12361940298507,2670.643908268734,0,Rust,10202,447,6325,1575,1,0,0
foundry-rs/foundry,-5,125,17,94.27409555555556,1072.1895751633986,0,Rust,10202,447,6325,1575,2,0,0
foundry-rs/foundry,-4,113,28,129.32549901671584,398.27186507936506,0,Rust,10202,447,6325,1575,3,0,0
foundry-rs/foundry,-3,128,21,79.75850043402778,592.0420767195768,0,Rust,10202,447,6325,1575,4,0,0
foundry-rs/foundry,-2,168,72,297.8599933862434,1485.452449845679,0,Rust,10202,447,6325,1575,5,0,0
foundry-rs/foundry,-1,240,91,94.1534525462963,378.5672588522589,0,Rust,10202,447,6325,1575,6,0,0
foundry-rs/foundry,1,203,90,44.851130268199235,69.55194135802469,0,Rust,10202,447,6325,1575,8,1,1
foundry-rs/foundry,2,109,56,32.79229357798165,128.35174107142856,0,Rust,10202,447,6325,1575,9,1,2
foundry-rs/foundry,3,118,85,128.8103884180791,165.38047385620914,0,Rust,10202,447,6325,1575,10,1,3
foundry-rs/foundry,4,184,77,75.08959088164251,275.38327561327566,0,Rust,10202,447,6325,1575,11,1,4
foundry-rs/foundry,5,267,49,44.77645755305868,173.29140589569158,0,Rust,10202,447,6325,1575,12,1,5
foundry-rs/foundry,6,362,50,22.327315837937384,415.09088333333335,0,Rust,10202,447,6325,1575,13,1,6
gethomepage/homepage,-6,35,5,30.63688095238095,3.5150555555555556,0,JavaScript,28982,416,7026,1225,1,0,0
gethomepage/homepage,-5,32,9,28.226640624999998,22.689043209876544,0,JavaScript,28982,416,7026,1225,2,0,0
gethomepage/homepage,-4,20,10,34.77088888888889,106.16147222222223,0,JavaScript,28982,416,7026,1225,3,0,0
gethomepage/homepage,-3,36,25,21.61403549382716,3.7879555555555555,0,JavaScript,28982,416,7026,1225,4,0,0
gethomepage/homepage,-2,38,25,10.973874269005849,0.42897777777777774,0,JavaScript,28982,416,7026,1225,5,0,0
gethomepage/homepage,-1,32,14,50.98739583333333,7.846805555555555,0,JavaScript,28982,416,7026,1225,6,0,0
gethomepage/homepage,1,16,11,31.204531250000002,9.55989898989899,0,JavaScript,28982,416,7026,1225,8,1,1
gethomepage/homepage,2,19,12,38.9037134502924,13.88886574074074,0,JavaScript,28982,416,7026,1225,9,1,2
gethomepage/homepage,3,16,21,98.1726388888889,0.5329232804232804,0,JavaScript,28982,416,7026,1225,10,1,3
gethomepage/homepage,4,15,8,8.355166666666667,5.285173611111111,0,JavaScript,28982,416,7026,1225,11,1,4
gethomepage/homepage,5,25,12,57.319111111111106,1.9127546296296296,0,JavaScript,28982,416,7026,1225,12,1,5
gethomepage/homepage,6,22,17,17.36286616161616,1.8694934640522876,0,JavaScript,28982,416,7026,1225,13,1,6
getkyo/kyo,-6,66,2,29.507731481481482,239.93652777777777,0,Scala,756,43,2747,1394,1,0,0
getkyo/kyo,-5,72,1,28.880135030864196,251.86944444444444,0,Scala,756,43,2747,1394,2,0,0
getkyo/kyo,-4,64,2,43.92371527777778,65.83236111111111,0,Scala,756,43,2747,1394,3,0,0
getkyo/kyo,-3,68,9,61.45023284313726,497.77709876543213,0,Scala,756,43,2747,1394,4,0,0
getkyo/kyo,-2,20,4,56.02423611111111,61.41618055555555,0,Scala,756,43,2747,1394,5,0,0
getkyo/kyo,-1,23,2,184.4384420289855,5.215277777777778,0,Scala,756,43,2747,1394,6,0,0
getkyo/kyo,1,27,4,74.82481481481481,223.5757638888889,0,Scala,756,43,2747,1394,8,1,1
getkyo/kyo,2,41,4,81.66585365853659,208.59368055555555,0,Scala,756,43,2747,1394,9,1,2
getkyo/kyo,3,68,12,96.53932189542483,493.9892824074074,0,Scala,756,43,2747,1394,10,1,3
getkyo/kyo,4,33,2,72.67399831649831,342.4266666666667,0,Scala,756,43,2747,1394,11,1,4
getkyo/kyo,5,5,1,54.27161111111111,1418.4527777777778,0,Scala,756,43,2747,1394,12,1,5
getkyo/kyo,6,2,0,500.02125,,0,Scala,756,43,2747,1394,13,1,6
ghostty-org/ghostty,-6,143,30,300.5360644910645,2142.191546296296,0,Zig,45545,429,15041,1373,1,0,0
